Advisor_ID,Name,Title,Category,Audience,Colleges,Accreditations,Fun_Fact,Specialty,Assigned_Branch_ID,Metadata_Tags,Biography
ADV_057,Nathan Sanders,Senior Planner,Advisor,All,Hendrix College,CFP,I can recite the entire periodic table in song.,Education Planning,LOC_AR_02,"Hendrix, Education","Jessa May, CFP, is a dedicated financial advisor committed to helping families achieve their long-term goals. A graduate of Hendrix College, Jessa specializes in education planning, guiding clients through the complexities of saving and investing for future academic endeavors. With a personalized approach, she develops tailored strategies to maximize college savings and minimize student loan debt. Jessa's goal is to empower families to make informed decisions and secure a brighter future. When she’s not crafting financial roadmaps, Jessa enjoys flexing her trivia knowledge – ask her about the periodic table, which she can recite entirely in song!
"
ADV_058,Eleanor Price,Tech Equity Specialist,Advisor,All,Stanford University,"CFA, CEP",I have a patent for a specific type of surf fin.,IPO & Stock Options,LOC_CA_01,"Stanford, Tech, IPO","Cali Sun, CFA, CEP, is a seasoned financial advisor dedicated to empowering clients through strategic financial planning. A Stanford University graduate, Cali specializes in navigating the complexities of IPOs and stock options, providing expert guidance to help individuals maximize opportunities and manage risk. With a client-centric approach, Cali crafts personalized strategies tailored to each unique financial landscape. Holding both the CFA and CEP accreditations, Cali brings a wealth of knowledge and ethical commitment to every engagement. Beyond finance, Cali's innovative spirit extends to the ocean; a passion that led to a patent for a specialized surf fin design.
"
ADV_059,Caleb Stewart,Entertainment Wealth Lead,Advisor,All,UCLA,CPWA,I was a backup singer for a famous 90s rock band.,Music & Film Royalties,LOC_CA_02,"UCLA, Hollywood, Wealth","Haddon Field, CPWA, is a financial advisor dedicated to providing strategic guidance to clients, particularly those navigating the complexities of music and film royalties. With a strong foundation built upon his education at UCLA, Haddon possesses a deep understanding of the unique financial landscapes within the entertainment industry. He leverages his expertise to help artists, composers, and rights holders maximize their income, plan for the future, and achieve their long-term financial goals. Haddon's commitment to personalized service and insightful financial planning ensures his clients feel empowered and secure. And on a lighter note, you might be surprised to learn he once lent his vocal talents as a backup singer for a prominent 90s rock band!
"
ADV_060,Stella Long,Mountain Wealth Lead,Advisor,All,CU Boulder,CFP,I have summitted every 14er in the state of Colorado.,High-Altitude Estates,LOC_CO_01,"Boulder, Colorado","Reginald ""Rex"" Peak, CFP, is a dedicated financial advisor specializing in the unique needs of High-Altitude Estates. With a foundation built upon his education at CU Boulder, Rex provides comprehensive financial planning and wealth management strategies tailored to the complexities of mountain living. He understands the distinct challenges and opportunities facing homeowners and landowners in these environments, offering informed guidance on investments, tax optimization, and estate planning. Rex is committed to building long-term relationships based on trust and a deep understanding of his clients' financial goals. Beyond the office, Rex's dedication and perseverance extend to the mountains; he has summitted every 14er in the state of Colorado.
"
ADV_061,Adam Gray,Private Client Lead,Advisor,All,University of Denver,CIMA,I am a certified master sommelier.,Luxury Asset Mgmt,LOC_CO_02,"Denver, Private, Luxury","Aspen Grove is a seasoned financial advisor dedicated to providing sophisticated wealth management strategies tailored for high-net-worth individuals. With a specialty in Luxury Asset Management, Aspen leverages a deep understanding of market trends and alternative investments to help clients preserve and grow their wealth. 

Aspen's commitment to excellence is reflected in their CIMA accreditation and education from the University of Denver. Believing in a client-centric approach, Aspen builds long-lasting relationships founded on trust and transparency.

Outside of finance, Aspen brings a unique perspective to wealth advising, holding the distinguished title of certified master sommelier.
"
ADV_062,Luna Diaz,Institutional Lead,Advisor,All,Yale University,CFA,I have a world-class collection of vintage fountain pens.,Endowment Strategy,LOC_CT_01,"Yale, Institutional","Harrison Bridge, CFA, is a seasoned financial advisor dedicated to building enduring financial success for individuals and institutions. A graduate of Yale University, Harrison specializes in Endowment Strategy, leveraging his deep understanding of sophisticated investment principles to help clients achieve long-term financial goals and secure their legacies. With a client-centered approach, he delivers tailored strategies based on rigorous analysis and a commitment to transparency. Harrison believes in fostering strong relationships built on trust and open communication. Beyond the world of finance, Harrison pursues a passion for history and craftsmanship, reflected in his world-class collection of vintage fountain pens.
"
ADV_063,Isaac Stone,Wealth Associate,Advisor,All,UConn,CFP,I am an amateur clocksmith.,Portfolio Rebalancing,LOC_CT_02,"UConn, Wealth","Stamford Sound, CFP, is a dedicated financial advisor committed to helping clients achieve their financial goals through strategic and personalized planning. A graduate of UConn, Stamford brings a strong academic foundation to his practice, specializing in portfolio rebalancing to ensure optimal asset allocation and risk management. He works closely with individuals and families to navigate market fluctuations and build long-term financial security. Stamford's disciplined approach, coupled with his commitment to client education, empowers clients to make informed decisions about their financial future. Outside of the office, Stamford enjoys the intricate art of clocksmithing, a testament to his precision and attention to detail.
"
ADV_064,Chloe Bishop,Corporate Strategy Lead,Advisor,All,University of Delaware,CFA,I can solve a Rubik's cube in under 40 seconds.,Corporate Cash Mgmt,LOC_DE_01,"UDel, Corporate","Gregory DuPont, CFA, is a seasoned financial advisor dedicated to optimizing financial performance and security for businesses. With a strong foundation built upon his education at the University of Delaware, Gregory specializes in corporate cash management, providing tailored strategies to enhance liquidity, minimize risk, and maximize returns. He leverages his deep understanding of financial markets and proven methodologies to deliver tangible results for his clients. Gregory is passionate about empowering businesses to achieve their financial goals with confidence. Beyond the world of finance, he enjoys a mental challenge, and can solve a Rubik's cube in under 40 seconds.
"
ADV_065,Arthur Sterling,Retail Lead,Advisor,All,Delaware State,Series 6,I am a competitive standard-bred horse racer.,Personal Finance,LOC_DE_02,"DSU, Retail","Penelope Dover is a dedicated financial advisor passionate about empowering individuals to achieve their financial goals. Holding a degree from Delaware State, Penelope specializes in personal finance, providing tailored strategies for investment management, retirement planning, and wealth accumulation. With a Series 6 accreditation, she offers informed and trustworthy guidance, helping clients navigate the complexities of the financial landscape with confidence. Penelope believes in building long-term relationships based on mutual respect and a deep understanding of each client's unique circumstances. Outside of finance, Penelope enjoys the thrill of competition as a standard-bred horse racer.
"
ADV_066,Olivia Harrison,Retirement Strategist,Advisor,All,FSU,CFP,"I have a collection of 3,000 unique seashells.",Snowbird Tax Strategy,LOC_FL_01,"FSU, Florida, Tax","Sunny Florid, CFP, is a seasoned financial advisor dedicated to helping clients navigate the complexities of wealth management, particularly those embracing the snowbird lifestyle. With a foundation built upon her education at FSU, Sunny specializes in crafting tailored Snowbird Tax Strategies, ensuring her clients maximize their financial benefits while enjoying seasonal migration. She provides comprehensive financial planning services with a client-centered approach, focusing on long-term goals and financial security. Trust and transparency are at the heart of Sunny's practice. Outside of finance, Sunny enjoys the tranquility of the beach and boasts a collection of 3,000 unique seashells gathered from her travels.
"
ADV_067,Charles Beaumont,HNW Specialist,Advisor,All,University of Miami,"CFA, CPWA",I am a certified scuba diving instructor.,International Wealth,LOC_FL_02,"TheU, Miami, HNW","Ricardo ""Ricky"" Brickell is a seasoned financial advisor specializing in International Wealth management. With a deep understanding of global markets and cross-border financial complexities, Ricky develops tailored strategies to help clients achieve their unique financial goals, no matter where life takes them. A graduate of the University of Miami, Ricky holds both the CFA and CPWA accreditations, demonstrating his commitment to excellence and ethical practices. Backed by years of experience, Ricky provides clear, actionable advice to navigate the ever-changing landscape of international finance. Outside of the office, Ricky enjoys exploring the underwater world as a certified scuba diving instructor.
"
ADV_068,Sophia Montgomery,Senior Advisor,Advisor,All,Georgia Tech,CFP,I once built my own functional sailboat.,Legacy Planning,LOC_GA_01,"GT, Georgia","George Peach, CFP, is a seasoned financial advisor specializing in legacy planning. With a foundation built upon a rigorous education at Georgia Tech, George helps individuals and families navigate complex financial landscapes to secure their futures and ensure their assets are transferred according to their wishes. He takes a holistic approach, understanding that financial planning is about more than just numbers; it's about preserving your values and creating a lasting impact. George is committed to providing personalized strategies tailored to each client's unique goals and circumstances. Outside of finance, George enjoys hands-on projects and once built his own functional sailboat.
"
ADV_069,Daniel Kensington,Coastal Wealth Lead,Advisor,All,UGA,RICP,I am an expert at restoring antique maps.,Retirement Income,LOC_GA_02,"UGA, Coastal","Savannah Rivers, RICP, is a dedicated financial advisor specializing in crafting personalized retirement income strategies. With a foundation built upon her education at the University of Georgia, Savannah expertly guides individuals and families toward a secure and fulfilling retirement. She understands the complexities of navigating the financial landscape and provides clear, actionable advice tailored to each client's unique goals. Her expertise in retirement income planning helps clients optimize their resources and achieve long-term financial independence. When not helping clients, Savannah indulges in her passion for history as an expert in restoring antique maps.
"
ADV_070,Ava Davenport,Pacific Wealth Lead,Advisor,All,UH Manoa,CFA,I am a professional-level ukulele player.,Island Business Strategy,LOC_HI_01,"UH, Hawaii","Lani Aloha, CFA, is a seasoned financial advisor specializing in Island Business Strategy. With a deep understanding of the unique economic landscape and cultural nuances of island communities, Lani provides tailored financial solutions to help local businesses thrive. A graduate of UH Manoa, she leverages her extensive knowledge and experience to navigate complex financial challenges and optimize growth opportunities. Lani's commitment to her clients is unwavering, focusing on building long-term relationships and fostering financial well-being within the community. Beyond finance, Lani is a professional-level ukulele player, bringing harmony to both the business world and the world of music.
"
ADV_071,William Thornton,Service Manager,Advisor,All,Chaminade University,Series 7,I am an expert at underwater photography.,Retail Banking,LOC_HI_02,"Chaminade, Hawaii","Kaia Hilo is a dedicated financial advisor committed to helping clients navigate the complexities of the financial landscape. With a strong foundation in retail banking and holding the Series 7 accreditation, Kaia provides tailored guidance to individuals and families seeking to achieve their financial goals. A graduate of Chaminade University, Kaia's approach is rooted in clear communication and building lasting relationships. She empowers clients with the knowledge and strategies necessary to make informed decisions about their future. Outside of finance, Kaia has an eye for capturing beauty in the underwater world as an expert in underwater photography.
"
ADV_072,Isabella Radcliffe,Agricultural Lead,Advisor,All,University of Idaho,AFIS,I have a collection of rare 19th-century farm tools.,Agribusiness Risk,LOC_ID_01,"UofI, Idaho, Ag","Benjamin ""Ben"" Spud is a dedicated financial advisor specializing in agribusiness risk management. Grounded in a deep understanding of the agricultural sector, Ben leverages his expertise to help farmers and agribusiness owners navigate the unique financial challenges of this vital industry. He earned his degree from the University of Idaho, building a strong foundation for his advisory work. Ben is an accredited Agribusiness and Farm Insurance Specialist (AFIS), demonstrating his commitment to providing specialized and insightful solutions. With a client-focused approach, he strives to build long-term relationships based on trust and tailored strategies. Outside of the office, Ben indulges in his passion for agricultural history, maintaining a collection of rare 19th-century farm tools.
"
ADV_073,James Hawthorne,Branch Lead,Advisor,All,Boise State,CFP,I can juggle five oranges while whistling.,Personal Banking,LOC_ID_02,"BoiseState, Personal","Parker Falls, CFP, is a dedicated financial advisor committed to empowering clients to achieve their financial goals. With a degree from Boise State University and extensive experience in personal banking, Parker possesses a deep understanding of the financial landscape. He specializes in crafting personalized strategies to optimize savings, manage debt, and build long-term wealth. Parker believes in fostering strong client relationships built on trust and open communication, providing guidance and support every step of the way. He is passionate about helping individuals navigate the complexities of personal finance with clarity and confidence. Outside of the office, Parker enjoys a unique talent: he can juggle five oranges while whistling!
"
ADV_074,Mia Sterling,Options Strategist,Advisor,All,Northwestern University,CFA,I am an amateur meteorologist with my own station.,Derivatives Strategy,LOC_IL_01,"Northwestern, Chicago","Winston Chicago, CFA, is a seasoned financial advisor dedicated to helping clients navigate the complexities of the market with confidence. A graduate of Northwestern University, Winston specializes in Derivatives Strategy, leveraging his expertise to craft tailored investment solutions designed to meet individual financial goals. His approach blends in-depth market analysis with a personalized understanding of each client's unique circumstances, fostering long-term partnerships built on trust and transparency. Winston believes informed decisions are the cornerstone of financial success. Outside the office, his analytical skills extend to the atmosphere as an amateur meteorologist, running his own weather station.
"
ADV_075,Henry Worthington,Public Sector Lead,Advisor,All,U of I Urbana,Series 65,I have visited every US Presidential Library.,Pension Optimization,LOC_IL_02,"UIUC, Pension","Abraham Lincoln is a seasoned financial advisor specializing in Pension Optimization. With a Series 65 accreditation and a strong foundation from the University of Illinois at Urbana-Champaign, Abraham expertly guides individuals through the complexities of retirement planning, ensuring they maximize their pension benefits and achieve their financial goals. He is passionate about providing clear, personalized advice tailored to each client's unique circumstances. Beyond his dedication to financial well-being, Abraham is an avid history buff. He has visited every US Presidential Library, a testament to his commitment to learning from the past.
"
ADV_076,Chloe Lancaster,Investment Lead,Advisor,All,Indiana University,CFP,I am a competitive trivia host.,Portfolio Construction,LOC_IN_01,"IU, Indiana","Indiana ""Indy"" Jones, CFP, is a seasoned financial advisor dedicated to building and managing robust investment portfolios tailored to each client's unique goals and risk tolerance. A graduate of Indiana University, Indy brings a wealth of knowledge and analytical rigor to the complex world of finance. With a specialty in portfolio construction, Indy leverages a disciplined approach to asset allocation, diversification, and risk management, always striving for optimal long-term performance. Beyond finance, Indy enjoys engaging with the community and flexing intellectual muscles as a competitive trivia host.
"
ADV_077,Thomas Brighton,Wealth Partner,Advisor,All,Notre Dame,CFA,I have a collection of 500+ vintage sports pennants.,Private Wealth,LOC_IN_02,"NotreDame, Irish","Patrick ""Pat"" Irish is a CFA charterholder and seasoned financial advisor specializing in private wealth management. He empowers individuals and families to achieve their long-term financial goals through carefully tailored strategies and personalized guidance. With a foundation built upon his education at Notre Dame, Pat brings a disciplined yet innovative approach to wealth planning, investment management, and estate planning. He is committed to building lasting relationships with his clients, offering clarity and confidence in navigating the complexities of the financial landscape. Beyond the world of finance, Pat enjoys collecting a piece of sports history; he boasts a collection of over 500 vintage sports pennants.
"
ADV_078,Abigail Ashworth,Senior Planner,Advisor,All,Iowa State,CFP,I am a professional-level cornhole player.,Succession Planning,LOC_IA_01,"IowaState, Farm","Cornelius Field, CFP, is a dedicated financial advisor committed to building lasting legacies for his clients. With a strong foundation earned at Iowa State University, Cornelius specializes in succession planning, guiding families and businesses through the complexities of wealth transfer and ensuring a smooth transition for future generations. He combines comprehensive financial knowledge with a personalized approach, tailoring strategies to meet each client's unique needs and aspirations. Cornelius is passionate about empowering individuals to achieve their long-term financial goals with confidence. Outside of the office, you might find him perfecting his aim; he's also a professional-level cornhole player.
"
ADV_079,Joseph Fitzwilliam,Small Business Lead,Advisor,All,University of Iowa,ChFC,I have a collection of rare antique buttons.,Business Lending,LOC_IA_02,"UofI, Business","Cedar Rivers, ChFC, is a seasoned financial advisor dedicated to empowering businesses through strategic lending solutions. With a degree from the University of Iowa, Cedar brings a wealth of knowledge and experience to the table, specializing in navigating the complexities of business lending. Cedar's approach is built on understanding each client's unique needs and providing tailored advice to achieve their financial goals. Beyond finance, Cedar believes in the importance of personal connection and strives to build lasting relationships with clients. Outside of the office, Cedar enjoys pursuing a unique passion: collecting rare antique buttons.
"
ADV_080,Emily Carlisle,State Strategy Lead,Advisor,All,University of Kansas,CFA,I am an expert at competitive kite flying.,Institutional Portfolios,LOC_KS_01,"KU, Kansas","Jay Hawksworth, CFA, is a seasoned financial advisor specializing in crafting and managing robust institutional portfolios. Leveraging a deep understanding of market dynamics and risk management principles, Jay develops tailored strategies to help organizations achieve their long-term financial goals. A graduate of the University of Kansas, he brings a rigorous analytical approach to every client relationship, providing clear, data-driven insights. Jay is committed to building lasting partnerships based on trust and transparency. Outside the world of finance, he brings the same strategic thinking and competitive spirit to his passion for competitive kite flying.
"
ADV_081,David Wakefield,Aviation Wealth Lead,Advisor,All,Wichita State,CFP,I am a licensed private pilot.,Aviation Finance,LOC_KS_02,"WSU, Aviation","Aviator Wright, CFP, is a seasoned financial advisor dedicated to guiding clients toward financial success. A graduate of Wichita State University, Aviator brings a focused expertise in Aviation Finance, helping pilots, aircraft owners, and aviation businesses navigate the complexities of wealth management and investment strategies tailored to their unique needs. With a client-centered approach, Aviator develops customized financial plans, ensuring long-term security and prosperity. His commitment to integrity and proactive service has earned him the trust of clients across the aviation industry. Outside of the office, Aviator fuels his passion for flight as a licensed private pilot.
"
ADV_082,Lily Rutherford,Horse Industry Lead,Advisor,All,University of Kentucky,CFA,I have raised three award-winning thoroughbreds.,Equine Asset Mgmt,LOC_KY_01,"UK, Equine","Bluegrass Hunter, CFA, is a seasoned financial advisor dedicated to cultivating and managing wealth. With a strong foundation in finance from the University of Kentucky, Bluegrass specializes in Equine Asset Management, offering comprehensive strategies tailored to the unique needs of the equestrian community. His expertise encompasses investment planning, risk mitigation, and long-term financial security. Bluegrass's commitment to client success is rooted in a deep understanding of both the financial landscape and the passions that drive his clients. Beyond the office, Bluegrass is an avid equestrian himself, having raised three award-winning thoroughbreds.
"
ADV_083,Samuel Barrington,Retail Lead,Advisor,All,University of Louisville,Series 7,I can name any Bourbon in a blind taste test.,Personal Finance,LOC_KY_02,"UofL, Louisville","Derby Dayman is a dedicated financial advisor committed to helping individuals achieve their unique financial goals. With a strong foundation in personal finance cultivated at the University of Louisville, Derby provides tailored strategies for investment management, retirement planning, and wealth accumulation. Holding a Series 7 accreditation, Derby combines industry knowledge with a personalized approach to empower clients to make informed decisions and build a secure future. Derby believes in building lasting relationships based on trust and understanding. And for a bit of Kentucky flair, Derby can also confidently name any Bourbon in a blind taste test!
"
ADV_084,Grace Davenport,Energy Wealth Lead,Advisor,All,LSU,CFA,I am a champion crawfish peeler.,Oil & Gas Royalties,LOC_LA_01,"LSU, Energy","Bayou Kingman, CFA, is a financial advisor dedicated to helping clients navigate the complexities of wealth management, particularly within the nuanced world of Oil & Gas Royalties. With a strong foundation built at LSU, Bayou brings a specialized understanding to this sector, assisting individuals and families in maximizing the value of their assets and achieving their long-term financial goals. Bayou’s comprehensive approach combines rigorous analysis with personalized attention, ensuring clients feel confident and secure in their financial future. Outside of finance, Bayou enjoys a different kind of challenge: perfecting the art of crawfish peeling, a skill honed to championship-level proficiency.
"
ADV_085,Edward Ainsworth,Private Wealth Lead,Advisor,All,Tulane University,CPWA,I am a classically trained jazz trumpeter.,Intergenerational Wealth,LOC_LA_02,"Tulane, Wealth","Crescent Cityman, CPWA, is a dedicated financial advisor specializing in intergenerational wealth strategies. With a deep understanding of the complexities involved in transferring and preserving assets across generations, Crescent helps families build lasting legacies. He guides clients through intricate financial planning, estate optimization, and investment strategies designed to benefit future generations. Crescent’s approach is rooted in a personalized understanding of each family’s unique goals and values. He earned his degree from Tulane University, providing him with a strong foundation in finance and a commitment to serving his community. Beyond finance, Crescent is a classically trained jazz trumpeter, bringing a unique blend of precision and creativity to his client relationships.
"
ADV_086,Scarlett Harrington,Coastal Wealth Lead,Advisor,All,Bowdoin College,CFP,I am an expert at identifying wild mushrooms.,Sustainable Investing,LOC_ME_01,"Bowdoin, Maine","Pinewood Maine, CFP, is a passionate and experienced financial advisor dedicated to aligning your investments with your values. A graduate of Bowdoin College, Pinewood specializes in Sustainable Investing, helping clients build portfolios that deliver strong returns while contributing to a more equitable and environmentally sound future. With a client-centered approach, Pinewood works closely with individuals and families to develop comprehensive financial plans tailored to their unique goals. Pinewood believes that financial success and social responsibility can go hand in hand. Outside of finance, Pinewood enjoys exploring the Maine woods and is an expert at identifying wild mushrooms.
"
ADV_087,Peter Livingston,Portfolio Lead,Advisor,All,Colby College,CFA,I built my own wood-fired pizza oven.,Asset Allocation,LOC_ME_02,"Colby, Maine","Lobster Tailman, CFA, is a seasoned financial advisor dedicated to helping clients achieve their long-term financial goals. A graduate of Colby College, Lobster brings a wealth of knowledge and a personalized approach to investment management. His expertise lies in crafting tailored asset allocation strategies designed to optimize returns while managing risk, ensuring portfolios are aligned with each client's unique circumstances and aspirations. Lobster is committed to providing clear, objective advice and building lasting relationships based on trust and understanding. Outside of the office, he enjoys the simple pleasure of sharing homemade pizza, having built his own wood-fired oven.
"
ADV_088,Ella Beaumont,Maritime Wealth Lead,Advisor,All,US Naval Academy,RICP,I can tie 40 different types of nautical knots.,Military Retirement,LOC_MD_01,"USNA, Maritime","Crabcake Maryland, RICP, is dedicated to guiding military personnel toward a financially secure retirement. A graduate of the US Naval Academy, Crabcake understands the unique challenges and opportunities facing those who've served. With specialized expertise in military retirement planning, he helps clients navigate their benefits, pensions, and investment options to build a robust financial future. He is committed to providing personalized, authoritative advice tailored to individual needs and goals. When not assisting clients, Crabcake enjoys indulging in his passion for sailing and is proud to say he can tie 40 different types of nautical knots!
"
ADV_089,Benjamin Chesterfield,Urban Wealth Lead,Advisor,All,Johns Hopkins,CFP,I am an amateur lockpicker for puzzles.,Urban Development Finance,LOC_MD_02,"JHU, Baltimore","Harbor Viewman, CFP, is a seasoned financial advisor dedicated to building lasting prosperity for his clients. A graduate of Johns Hopkins University, Harbor brings a wealth of knowledge and a strategic approach to wealth management. He specializes in Urban Development Finance, guiding investors through the complexities of community-focused projects with the potential for significant impact and returns. With a client-centered philosophy, Harbor tailors strategies to meet individual goals, ensuring financial security and growth. Beyond finance, Harbor enjoys the challenge of problem-solving, often found tackling intricate puzzles as an amateur lockpicker.
"
ADV_090,Aubrey Wakefield,Financial Strategist,Advisor,All,Harvard University,CFA,I have read every book on the Pulitzer prize list.,Market Risk Analysis,LOC_MA_01,"Harvard, Market","Bay Stateman, CFA, is a seasoned financial advisor dedicated to navigating the complexities of the market with precision and clarity. A graduate of Harvard University, Bay specializes in Market Risk Analysis, leveraging deep understanding to mitigate potential volatility and build resilient portfolios. With a commitment to client-centered strategies, Bay provides personalized guidance tailored to individual financial goals. Known for a data-driven approach and unwavering focus on long-term success, Bay offers clients confidence and clarity in their financial journey. Beyond the world of finance, Bay is an avid reader and has read every book on the Pulitzer Prize list.
"
ADV_091,George Kensington,Private Wealth Lead,Advisor,All,Worcester Polytech,CFA,I can recite the first 100 digits of Pi from memory.,Tech Wealth Strategy,LOC_MA_02,"WPI, Tech","Sterling Silverton, CFA, is a financial advisor specializing in Tech Wealth Strategy. Leveraging a strong technical foundation from Worcester Polytech, Sterling helps tech professionals and entrepreneurs navigate the complexities of wealth management, from equity compensation to strategic investment planning. He provides customized solutions designed to maximize financial growth and security in the dynamic tech landscape. Sterling is committed to building long-term relationships based on trust, transparency, and a deep understanding of his clients' unique needs. Beyond finance, Sterling boasts a unique talent: he can recite the first 100 digits of Pi from memory.
"
ADV_092,Lucy Ainsworth,Retirement Specialist,Advisor,All,Michigan State,RICP,I have a collection of 400 vintage comic books.,Pension Optimization,LOC_MI_01,"MSU, Retirement","Marcus Vance, RICP, is a dedicated financial advisor committed to helping individuals navigate the complexities of retirement planning and achieve long-term financial security. A graduate of Michigan State University, Marcus specializes in Pension Optimization, providing tailored strategies to maximize retirement income and minimize potential risks. With a client-focused approach, he empowers individuals to make informed decisions, ensuring their pensions work effectively for their unique needs. Marcus’s expertise, combined with his passion for financial well-being, makes him a trusted partner in your retirement journey. Outside of finance, Marcus enjoys collecting vintage comic books, boasting a collection of over 400 rare finds!
"
ADV_093,Frederick Ashworth,Investment Lead,Advisor,All,University of Minnesota,CFA,I am a competitive cross-country skier.,Portfolio Management,LOC_MN_01,"Minnesota, Gopher","Grant Golding, CFA, is a dedicated financial advisor committed to helping clients achieve their long-term financial goals. With a strong foundation in finance earned at the University of Minnesota, Grant specializes in crafting and managing customized portfolios designed to optimize returns while mitigating risk. His expertise in portfolio management allows him to navigate market complexities and develop strategic investment plans tailored to individual needs and circumstances. Grant believes in building lasting relationships with his clients, providing clear communication and personalized guidance every step of the way. Outside of the office, Grant brings the same dedication and discipline to his training as a competitive cross-country skier.
"
ADV_094,Hazel Fitzwilliam,Wealth Associate,Advisor,All,Macalester College,CFP,"I have a dedicated room for my 5,000 piece LEGO city.",Asset Allocation,LOC_MN_02,"Macalester, Wealth","Arthur Kingsley, CFP, is a dedicated financial advisor with a passion for helping clients achieve their long-term financial goals. A graduate of Macalester College, Arthur brings a wealth of knowledge and a strategic approach to wealth management. His specialty lies in crafting personalized asset allocation strategies, designed to optimize returns while mitigating risk. With a client-centered approach, Arthur takes the time to understand individual circumstances and build lasting relationships based on trust and transparency. Outside of finance, Arthur indulges in a creative hobby: he proudly dedicates a room to his intricate, 5,000-piece LEGO city.
"
ADV_095,Richard Rutherford,Estate Planner,Advisor,All,Ole Miss,JD,I am a champion at competitive slow-pitch softball.,Trust Administration,LOC_MS_01,"OleMiss, Estate","Magnus Oleman is a seasoned financial advisor dedicated to providing expert guidance in trust administration and wealth management. Leveraging his Juris Doctor (JD) and background in finance, Magnus offers clients a comprehensive approach to estate planning and fiduciary responsibilities. A graduate of Ole Miss, he brings a disciplined and analytical approach to navigating the complexities of trusts, ensuring assets are managed efficiently and in accordance with client wishes. Magnus is committed to building lasting relationships based on trust and transparency, helping individuals and families secure their financial future. Outside of the office, he brings the same competitive spirit to the softball field as a champion in competitive slow-pitch.
"
ADV_096,Violet Hawthorne,Retail Manager,Advisor,All,Mississippi State,Series 7,I am an amateur storm chaser.,Consumer Banking,LOC_MS_02,"MissState, Storm","Brenton Gulford is a seasoned financial advisor dedicated to empowering individuals to achieve their financial goals. With a strong foundation in Consumer Banking and a degree from Mississippi State University, Brenton brings a wealth of knowledge to help clients navigate the complexities of the financial landscape. Holding the Series 7 accreditation, he's committed to providing sound, personalized advice tailored to each client's unique circumstances. Brenton believes in building long-term relationships based on trust and transparency, ensuring clients feel confident and secure in their financial future. Outside the office, Brenton indulges in his adventurous side as an amateur storm chaser, showcasing his enthusiasm for the unpredictable.
"
ADV_097,Walter Lancaster,Senior Advisor,Advisor,All,Mizzou,CFP,I have a secret recipe for award-winning BBQ ribs.,Retirement Planning,LOC_MO_01,"Mizzou, Missouri","Truman Showalter, CFP, is a dedicated financial advisor specializing in retirement planning. With a strong foundation built upon his education at Mizzou, Truman empowers individuals and families to navigate the complexities of retirement with confidence. He takes a holistic approach, crafting personalized strategies tailored to each client's unique goals and circumstances, ensuring a secure and fulfilling future. Truman believes in building lasting relationships founded on trust, transparency, and a genuine commitment to client success. Beyond the world of finance, he enjoys perfecting his culinary skills and boasts a secret recipe for award-winning BBQ ribs.
"
ADV_098,Eleanor Worthington,Commercial Lead,Advisor,All,Washington University,CFA,I was a competitive fencer in college.,Commercial Lending,LOC_MO_02,"WashU, StLouis","Archibald ""Archie"" Gateland is a seasoned financial advisor specializing in commercial lending solutions. With a strong foundation built upon his education at Washington University and further cemented by his CFA accreditation, Archie brings a wealth of knowledge and analytical rigor to every client engagement. He is passionate about helping businesses secure the capital they need to thrive, navigating complex financial landscapes with strategic insight and personalized service. Archie is committed to fostering long-term partnerships based on trust and mutual success. Outside of finance, Archie enjoys a good challenge; he was a competitive fencer during his college years.
"
ADV_099,Albert Montgomery,Resource Strategist,Advisor,All,Montana State,CIMA,I am a professional fly-fishing guide in the summer.,Natural Resource Finance,LOC_MT_01,"MSU, Montana","Skyler Biggs is a seasoned financial advisor with a specialized focus on Natural Resource Finance. He brings a wealth of knowledge and experience to help clients navigate the complexities of investments within this dynamic sector. A graduate of Montana State University, Skyler leverages his deep understanding of local and global markets to craft tailored financial strategies. Skyler holds the CIMA accreditation, reflecting his commitment to upholding the highest standards of professional conduct and expertise. Outside of the office, Skyler embraces the Montana lifestyle as a professional fly-fishing guide, demonstrating his passion for the natural world that underpins his financial specialization.
"
ADV_100,Clara Brighton,Service Lead,Advisor,All,University of Montana,Series 6,I have a collection of antique copper coins.,Personal Finance,LOC_MT_02,"UMontana, Copper","Corbin Kingman is a dedicated financial advisor specializing in personal finance. With a foundation built upon his education at the University of Montana, Corbin is passionate about empowering individuals to achieve their financial goals through tailored strategies and sound advice. Holding a Series 6 accreditation, Corbin brings a wealth of knowledge to help clients navigate investments, retirement planning, and overall financial well-being. He strives to build lasting relationships based on trust and a deep understanding of each client's unique circumstances. Beyond the world of finance, Corbin enjoys exploring history through his collection of antique copper coins.
"
ADV_101,Philip Radcliffe,Agribusiness Lead,Advisor,All,UNL,AFIS,I have a functional tractor from 1948 that I restored.,Farm Succession,LOC_NE_01,"UNL, Nebraska","Cornelius Husker is a seasoned financial advisor dedicated to securing the futures of farming families. A graduate of UNL, Cornelius specializes in farm succession planning, guiding clients through the complexities of transitioning their agricultural legacies to the next generation. He holds the AFIS accreditation, demonstrating his commitment to serving the unique needs of the agricultural community. Cornelius develops tailored strategies encompassing estate planning, retirement solutions, and risk management, ensuring a smooth and prosperous handover. He understands the deep connection farming families have to their land and works diligently to preserve their heritage. Outside of the office, Cornelius restores vintage tractors; he's especially proud of his fully functional 1948 model.
"
